Assuming page size is 4 KB
8
8

Global6: Testing associativity of L1 TLB.
   entries, array size (KB), stride (KB), latency
   16,    0.12, 0.007812, 187.199414
   16,    0.12, 0.007812, 187.369531
   16,    0.12, 0.007812, 187.194434
   16,    0.25, 0.015625, 187.315234
   16,    0.25, 0.015625, 187.191504
   16,    0.25, 0.015625, 187.357227
   16,    0.38, 0.023438, 186.510547
   16,    0.38, 0.023438, 186.701172
   16,    0.50, 0.031250, 186.102637
   16,    0.62, 0.039062, 186.521289
   16,    0.75, 0.046875, 186.507422
   16,    0.88, 0.054688, 186.443945
   16,    1.00, 0.062500, 186.105371
   16,    1.25, 0.078125, 186.157715
   16,    1.38, 0.085938, 185.966211
   16,    1.62, 0.101562, 186.242090
   16,    2.00, 0.125000, 186.107617
   16,    2.38, 0.148438, 186.570801
   16,    2.88, 0.179688, 186.509570
   16,    3.38, 0.210938, 186.445801
   16,    4.00, 0.250000, 186.093652
   16,    4.75, 0.296875, 186.418555
   16,    5.62, 0.351562, 185.972754
   16,    6.75, 0.421875, 186.322168
   16,    8.00, 0.500000, 186.098926
   16,    9.50, 0.593750, 186.021289
   16,   11.38, 0.710938, 186.616895
   16,   13.50, 0.843750, 186.437988
   16,   16.00, 1.000000, 186.051953
   16,   19.00, 1.187500, 186.177539
   16,   22.62, 1.414062, 186.235645
   16,   26.88, 1.679688, 186.700000
   16,   32.00, 2.000000, 186.115723
   16,   38.00, 2.375000, 186.554785
   16,   45.25, 2.828125, 185.792773
   16,   53.88, 3.367188, 186.433398
   16,   64.00, 4.000000, 186.097266
   16,   76.12, 4.757812, 186.570508
   16,   90.50, 5.656250, 186.236328
   16,  107.62, 6.726562, 186.166211
   16,  128.00, 8.000000, 186.106543
   16,  152.25, 9.515625, 186.563867
   16,  181.00, 11.312500, 186.245410
   16,  215.25, 13.453125, 186.555957
   16,  256.00, 16.000000, 186.096191
   16,  304.38, 19.023438, 186.318359
   16,  362.00, 22.625000, 186.084766
   16,  430.50, 26.906250, 186.441699
   16,  512.00, 32.000000, 186.111523
   16,  608.88, 38.054688, 186.708691
   16,  724.12, 45.257812, 186.117773
   16,  861.12, 53.820312, 186.036035
   16, 1024.00, 64.000000, 186.081641
   16, 1217.75, 76.109375, 186.728418
   16, 1448.12, 90.507812, 186.121094
   16, 1722.12, 107.632812, 186.031348
   16, 2048.00, 128.000000, 186.384668
   16, 2435.50, 152.218750, 187.427637
   16, 2896.25, 181.015625, 186.540723
   16, 3444.25, 215.265625, 186.312598
   16, 4096.00, 256.000000, 186.542676
   16, 4871.00, 304.437500, 186.868359
   16, 5792.62, 362.039062, 186.556543
   16, 6888.62, 430.539062, 186.872754
   16, 8192.00, 512.000000, 186.512695
   16, 9742.00, 608.875000, 186.879590
   16, 11585.25, 724.078125, 186.411523
   16, 13777.25, 861.078125, 186.200098
   16, 16384.00, 1024.000000, 186.410254
   16, 19484.00, 1217.750000, 186.860840
   16, 23170.50, 1448.156250, 186.405176
   16, 27554.50, 1722.156250, 186.617969
   16, 32768.00, 2048.000000, 186.518555
   16, 38968.00, 2435.500000, 186.334082
   16, 46341.00, 2896.312500, 186.392480
   16, 55109.00, 3444.312500, 186.462012
   16, 65536.00, 4096.000000, 186.522266
   16, 77935.88, 4870.992188, 186.441211
   16, 92681.88, 5792.617188, 186.399414
   16, 110218.00, 6888.625000, 186.598633
   16, 131072.00, 8192.000000, 186.509180
   16, 155871.75, 9741.984375, 186.455859
   16, 185363.75, 11585.234375, 186.826367
   16, 220436.00, 13777.250000, 186.331543
   16, 262144.00, 16384.000000, 186.559961
   16, 311743.50, 19483.968750, 186.321484
   16, 370727.62, 23170.476562, 186.678125
   16, 440871.88, 27554.492188, 186.626172
   16, 524288.00, 32768.000000, 186.405469
   16, 623487.00, 38967.937500, 186.193652
   16, 741455.25, 46340.953125, 186.530078
   16, 881743.75, 55108.984375, 186.860645
   17,    0.13, 0.007812, 187.674805
   17,    0.13, 0.007812, 187.822852
   17,    0.13, 0.007812, 187.670215
   17,    0.27, 0.015625, 187.681738
   17,    0.27, 0.015625, 187.537305
   17,    0.27, 0.015625, 187.673828
   17,    0.40, 0.023438, 186.884473
   17,    0.40, 0.023438, 187.001367
   17,    0.53, 0.031250, 186.629004
   17,    0.66, 0.039062, 187.056543
   17,    0.80, 0.046875, 186.896680
   17,    0.93, 0.054688, 186.801270
   17,    1.06, 0.062500, 186.498633
   17,    1.33, 0.078125, 186.653516
   17,    1.46, 0.085938, 186.477246
   17,    1.73, 0.101562, 186.682715
   17,    2.12, 0.125000, 186.621875
   17,    2.52, 0.148438, 186.961621
   17,    3.05, 0.179688, 186.894727
   17,    3.59, 0.210938, 186.945312
   17,    4.25, 0.250000, 186.484570
   17,    5.05, 0.296875, 186.911035
   17,    5.98, 0.351562, 186.485059
   17,    7.17, 0.421875, 186.811133
   17,    8.50, 0.500000, 186.621094
   17,   10.09, 0.593750, 186.423242
   17,   12.09, 0.710938, 187.141016
   17,   14.34, 0.843750, 186.902539
   17,   17.00, 1.000000, 186.480762
   17,   20.19, 1.187500, 186.683984
   17,   24.04, 1.414062, 186.757910
   17,   28.55, 1.679688, 187.200098
   17,   34.00, 2.000000, 186.475977
   17,   40.38, 2.375000, 187.058301
   17,   48.08, 2.828125, 186.333887
   17,   57.24, 3.367188, 186.818066
   17,   68.00, 4.000000, 186.484277
   17,   80.88, 4.757812, 187.070508
   17,   96.16, 5.656250, 186.732129
   17,  114.35, 6.726562, 186.549805
   17,  136.00, 8.000000, 186.465430
   17,  161.77, 9.515625, 186.939844
   17,  192.31, 11.312500, 186.634570
   17,  228.70, 13.453125, 187.072852
   17,  272.00, 16.000000, 186.471289
   17,  323.40, 19.023438, 186.819238
   17,  384.62, 22.625000, 186.478320
   17,  457.41, 26.906250, 186.784570
   17,  544.00, 32.000000, 186.467383
   17,  646.93, 38.054688, 187.191211
   17,  769.38, 45.257812, 186.483594
   17,  914.95, 53.820312, 186.564453
   17, 1088.00, 64.000000, 186.484766
   17, 1293.86, 76.109375, 187.047266
   17, 1538.63, 90.507812, 186.486035
   17, 1829.76, 107.632812, 186.421191
   17, 2176.00, 128.000000, 197.301172
   17, 2587.72, 152.218750, 198.269434
   17, 3077.27, 181.015625, 197.536035
   17, 3659.52, 215.265625, 197.380469
   17, 4352.00, 256.000000, 197.573047
   17, 5175.44, 304.437500, 197.906738
   17, 6154.66, 362.039062, 197.552441
   17, 7319.16, 430.539062, 197.779199
   17, 8704.00, 512.000000, 197.444629
   17, 10350.88, 608.875000, 197.763184
   17, 12309.33, 724.078125, 197.451465
   17, 14638.33, 861.078125, 197.264355
   17, 17408.00, 1024.000000, 197.290527
   17, 20701.75, 1217.750000, 197.893359
   17, 24618.66, 1448.156250, 197.439160
   17, 29276.66, 1722.156250, 197.511230
   17, 34816.00, 2048.000000, 197.585156
   17, 41403.50, 2435.500000, 197.396094
   17, 49237.31, 2896.312500, 197.299023
   17, 58553.31, 3444.312500, 197.386133
   17, 69632.00, 4096.000000, 197.429395
   17, 82806.87, 4870.992188, 197.482715
   17, 98474.49, 5792.617188, 197.442773
   17, 117106.62, 6888.625000, 197.633984
   17, 139264.00, 8192.000000, 197.569727
   17, 165613.73, 9741.984375, 197.480859
   17, 196948.98, 11585.234375, 197.823047
   17, 234213.25, 13777.250000, 197.225586
   17, 278528.00, 16384.000000, 197.558398
   17, 331227.47, 19483.968750, 197.375781
   17, 393898.10, 23170.476562, 197.702441
   17, 468426.37, 27554.492188, 197.633105
   17, 557056.00, 32768.000000, 197.422363
   17, 662454.94, 38967.937500, 197.252441
   17, 787796.20, 46340.953125, 197.417188
   17, 936852.73, 55108.984375, 197.742188
   18,    0.14, 0.007812, 187.660254
   18,    0.14, 0.007812, 187.796973
   18,    0.14, 0.007812, 187.654102
   18,    0.28, 0.015625, 187.559766
   18,    0.28, 0.015625, 187.408398
   18,    0.28, 0.015625, 187.565625
   18,    0.42, 0.023438, 186.790918
   18,    0.42, 0.023438, 186.961133
   18,    0.56, 0.031250, 186.654297
   18,    0.70, 0.039062, 187.072852
   18,    0.84, 0.046875, 186.757422
   18,    0.98, 0.054688, 186.732910
   18,    1.12, 0.062500, 186.431445
   18,    1.41, 0.078125, 186.707910
   18,    1.55, 0.085938, 186.537305
   18,    1.83, 0.101562, 186.605078
   18,    2.25, 0.125000, 186.661426
   18,    2.67, 0.148438, 186.982324
   18,    3.23, 0.179688, 186.768262
   18,    3.80, 0.210938, 186.843750
   18,    4.50, 0.250000, 186.519531
   18,    5.34, 0.296875, 186.989746
   18,    6.33, 0.351562, 186.417676
   18,    7.59, 0.421875, 186.840820
   18,    9.00, 0.500000, 186.671680
   18,   10.69, 0.593750, 186.478809
   18,   12.80, 0.710938, 187.036914
   18,   15.19, 0.843750, 186.967773
   18,   18.00, 1.000000, 186.532031
   18,   21.38, 1.187500, 186.712988
   18,   25.45, 1.414062, 186.645605
   18,   30.23, 1.679688, 187.222559
